Date,DHB,Active,Recovered,Deceased,Total
2021-07-21,Bay of Plenty,0,48,0,48
2021-07-21,Managed Isolation & Quarantine,56,1036,1,1093
2021-07-21,Total,56,2746,26,2828
2021-07-22,Auckland,0,225,1,226
2021-07-22,Whanganui,0,9,0,9
2021-07-22,West Coast,0,4,1,5
2021-07-22,Waitemata,0,296,4,300
2021-07-22,Wairarapa,0,8,0,8
2021-07-22,Waikato,0,193,2,195
2021-07-22,Taranaki,0,16,0,16
2021-07-22,Tairawhiti,0,4,0,4
2021-07-22,Southern,0,215,2,217
2021-07-22,South Canterbury,0,17,0,17
2021-07-22,Northland,0,28,0,28
2021-07-22,Nelson Marlborough,0,49,0,49
2021-07-22,Mid Central,0,33,0,33
2021-07-22,Lakes,0,16,0,16
2021-07-22,Hutt Valley,0,24,0,24
2021-07-22,Hawke's Bay,0,44,0,44
2021-07-22,Counties Manukau,0,231,1,232
2021-07-22,Capital and Coast,0,94,2,96
2021-07-22,Canterbury,0,156,12,168
2021-07-22,Bay of Plenty,0,48,0,48
2021-07-22,Managed Isolation & Quarantine,62,1037,1,1100
2021-07-22,Total,62,2747,26,2835
2021-07-23,Auckland,0,225,1,226
2021-07-23,Whanganui,0,9,0,9
2021-07-23,West Coast,0,4,1,5
2021-07-23,Waitemata,0,296,4,300
2021-07-23,Wairarapa,0,8,0,8
2021-07-23,Waikato,0,193,2,195
2021-07-23,Taranaki,0,16,0,16
2021-07-23,Tairawhiti,0,4,0,4
2021-07-23,Southern,0,215,2,217
2021-07-23,South Canterbury,0,17,0,17
2021-07-23,Northland,0,28,0,28
2021-07-23,Nelson Marlborough,0,49,0,49
2021-07-23,Mid Central,0,33,0,33
2021-07-23,Lakes,0,16,0,16
2021-07-23,Hutt Valley,0,24,0,24
2021-07-23,Hawke's Bay,0,44,0,44
2021-07-23,Counties Manukau,0,231,1,232
2021-07-23,Capital and Coast,0,94,2,96
2021-07-23,Canterbury,0,156,12,168
2021-07-23,Bay of Plenty,0,48,0,48
2021-07-23,Managed Isolation & Quarantine,80,1039,1,1120
2021-07-23,Total,80,2749,26,2855
2021-07-25,Auckland,0,225,1,226
2021-07-25,Whanganui,0,9,0,9
2021-07-25,West Coast,0,4,1,5
2021-07-25,Waitemata,0,296,4,300
2021-07-25,Wairarapa,0,8,0,8
2021-07-25,Waikato,0,193,2,195
2021-07-25,Taranaki,0,16,0,16
2021-07-25,Tairawhiti,0,4,0,4
2021-07-25,Southern,0,215,2,217
2021-07-25,South Canterbury,0,17,0,17
2021-07-25,Northland,0,28,0,28
2021-07-25,Nelson Marlborough,0,49,0,49
2021-07-25,Mid Central,0,33,0,33
2021-07-25,Lakes,0,16,0,16
2021-07-25,Hutt Valley,0,24,0,24
2021-07-25,Hawke's Bay,0,44,0,44
2021-07-25,Counties Manukau,0,231,1,232
2021-07-25,Capital and Coast,0,94,2,96
2021-07-25,Canterbury,0,156,12,168
2021-07-25,Bay of Plenty,0,48,0,48
2021-07-25,Managed Isolation & Quarantine,58,1068,1,1127
2021-07-25,Total,58,2778,26,2862
2021-07-26,Auckland,0,225,1,226
2021-07-26,Whanganui,0,9,0,9
2021-07-26,West Coast,0,4,1,5
2021-07-26,Waitemata,0,296,4,300
2021-07-26,Wairarapa,0,8,0,8
2021-07-26,Waikato,0,193,2,195
2021-07-26,Taranaki,0,16,0,16
2021-07-26,Tairawhiti,0,4,0,4
2021-07-26,Southern,0,215,2,217
2021-07-26,South Canterbury,0,17,0,17
2021-07-26,Northland,0,28,0,28
2021-07-26,Nelson Marlborough,0,49,0,49
2021-07-26,Mid Central,0,33,0,33
2021-07-26,Lakes,0,16,0,16
2021-07-26,Hutt Valley,0,24,0,24
2021-07-26,Hawke's Bay,0,44,0,44
2021-07-26,Counties Manukau,0,231,1,232
2021-07-26,Capital and Coast,0,94,2,96
2021-07-26,Canterbury,0,156,12,168
2021-07-26,Bay of Plenty,0,48,0,48
2021-07-26,Managed Isolation & Quarantine,54,1073,1,1128
2021-07-26,Total,54,2783,26,2863
2021-07-27,Auckland,0,225,1,226
2021-07-27,Whanganui,0,9,0,9
2021-07-27,West Coast,0,4,1,5
2021-07-27,Waitemata,0,296,4,300
2021-07-27,Wairarapa,0,8,0,8
2021-07-27,Waikato,0,193,2,195
2021-07-27,Taranaki,0,16,0,16
2021-07-27,Tairawhiti,0,4,0,4
2021-07-27,Southern,0,215,2,217
2021-07-27,South Canterbury,0,17,0,17
2021-07-27,Northland,0,28,0,28
2021-07-27,Nelson Marlborough,0,49,0,49
2021-07-27,Mid Central,0,33,0,33
2021-07-27,Lakes,0,16,0,16
2021-07-27,Hutt Valley,0,24,0,24
2021-07-27,Hawke's Bay,0,44,0,44
2021-07-27,Counties Manukau,0,231,1,232
2021-07-27,Capital and Coast,0,94,2,96
2021-07-27,Canterbury,0,156,12,168
2021-07-27,Bay of Plenty,0,48,0,48
2021-07-27,Managed Isolation & Quarantine,52,1075,1,1128
2021-07-27,Total,52,2785,26,2863
2021-07-28,Auckland,0,225,1,226
2021-07-28,Whanganui,0,9,0,9
2021-07-28,West Coast,0,4,1,5
2021-07-28,Waitemata,0,296,4,300
2021-07-28,Wairarapa,0,8,0,8
2021-07-28,Waikato,0,193,2,195
2021-07-28,Taranaki,0,16,0,16
2021-07-28,Tairawhiti,0,4,0,4
2021-07-28,Southern,0,215,2,217
2021-07-28,South Canterbury,0,17,0,17
2021-07-28,Northland,0,28,0,28
2021-07-28,Nelson Marlborough,0,49,0,49
2021-07-28,Mid Central,0,33,0,33
2021-07-28,Lakes,0,16,0,16
2021-07-28,Hutt Valley,0,24,0,24
2021-07-28,Hawke's Bay,0,44,0,44
2021-07-28,Counties Manukau,0,231,1,232
2021-07-28,Capital and Coast,0,94,2,96
2021-07-28,Canterbury,0,156,12,168
2021-07-28,Bay of Plenty,0,48,0,48
2021-07-28,Managed Isolation & Quarantine,43,1085,1,1129
2021-07-28,Total,43,2795,26,2864
2021-07-29,Auckland,0,225,1,226
2021-07-29,Whanganui,0,9,0,9
2021-07-29,West Coast,0,4,1,5
2021-07-29,Waitemata,0,296,4,300
2021-07-29,Wairarapa,0,8,0,8
2021-07-29,Waikato,0,193,2,195
2021-07-29,Taranaki,0,16,0,16
2021-07-29,Tairawhiti,0,4,0,4
2021-07-29,Southern,0,215,2,217
2021-07-29,South Canterbury,0,17,0,17
2021-07-29,Northland,0,28,0,28
2021-07-29,Nelson Marlborough,0,49,0,49
2021-07-29,Mid Central,0,33,0,33
2021-07-29,Lakes,0,16,0,16
2021-07-29,Hutt Valley,0,24,0,24
2021-07-29,Hawke's Bay,0,44,0,44
2021-07-29,Counties Manukau,0,231,1,232
2021-07-29,Capital and Coast,0,94,2,96
2021-07-29,Canterbury,0,156,12,168
2021-07-29,Bay of Plenty,0,48,0,48
2021-07-29,Managed Isolation & Quarantine,46,1085,1,1132
2021-07-29,Total,46,2795,26,2867
2021-07-30,Auckland,0,225,1,226
2021-07-30,Whanganui,0,9,0,9
2021-07-30,West Coast,0,4,1,5
2021-07-30,Waitemata,0,296,4,300
2021-07-30,Wairarapa,0,8,0,8
2021-07-30,Waikato,0,193,2,195
2021-07-30,Taranaki,0,16,0,16
2021-07-30,Tairawhiti,0,4,0,4
2021-07-30,Southern,0,215,2,217
2021-07-30,South Canterbury,0,17,0,17
2021-07-30,Northland,0,28,0,28
2021-07-30,Nelson Marlborough,0,49,0,49
2021-07-30,Mid Central,0,33,0,33
2021-07-30,Lakes,0,16,0,16
2021-07-30,Hutt Valley,0,24,0,24
2021-07-30,Hawke's Bay,0,44,0,44
2021-07-30,Counties Manukau,0,231,1,232
2021-07-30,Capital and Coast,0,94,2,96
2021-07-30,Canterbury,0,156,12,168
2021-07-30,Bay of Plenty,0,48,0,48
2021-07-30,Managed Isolation & Quarantine,45,1089,1,1135
2021-07-30,Total,45,2799,26,2870
2021-08-01,Auckland,0,225,1,226
2021-08-01,Whanganui,0,9,0,9
2021-08-01,West Coast,0,4,1,5
2021-08-01,Waitemata,0,296,4,300
2021-08-01,Wairarapa,0,8,0,8
2021-08-01,Waikato,0,193,2,195
2021-08-01,Taranaki,0,16,0,16
2021-08-01,Tairawhiti,0,4,0,4
2021-08-01,Southern,0,215,2,217
2021-08-01,South Canterbury,0,17,0,17
2021-08-01,Northland,0,28,0,28
2021-08-01,Nelson Marlborough,0,49,0,49
2021-08-01,Mid Central,0,33,0,33
2021-08-01,Lakes,0,16,0,16
2021-08-01,Hutt Valley,0,24,0,24
2021-08-01,Hawke's Bay,0,44,0,44
2021-08-01,Counties Manukau,0,231,1,232
2021-08-01,Capital and Coast,0,94,2,96
2021-08-01,Canterbury,0,156,12,168
2021-08-01,Bay of Plenty,0,48,0,48
2021-08-01,Managed Isolation & Quarantine,36,1101,1,1138
2021-08-01,Total,36,2811,26,2873
2021-08-02,Auckland,0,225,1,226
2021-08-02,Whanganui,0,9,0,9
2021-08-02,West Coast,0,4,1,5
2021-08-02,Waitemata,0,296,4,300
2021-08-02,Wairarapa,0,8,0,8
2021-08-02,Waikato,0,193,2,195
2021-08-02,Taranaki,0,16,0,16
2021-08-02,Tairawhiti,0,4,0,4
2021-08-02,Southern,0,215,2,217
2021-08-02,South Canterbury,0,17,0,17
2021-08-02,Northland,0,28,0,28
2021-08-02,Nelson Marlborough,0,49,0,49
2021-08-02,Mid Central,0,33,0,33
2021-08-02,Lakes,0,16,0,16
2021-08-02,Hutt Valley,0,24,0,24
2021-08-02,Hawke's Bay,0,44,0,44
2021-08-02,Counties Manukau,0,231,1,232
2021-08-02,Capital and Coast,0,94,2,96
2021-08-02,Canterbury,0,156,12,168
2021-08-02,Bay of Plenty,0,48,0,48
2021-08-02,Managed Isolation & Quarantine,37,1104,1,1142
2021-08-02,Total,37,2814,26,2877
2021-08-03,Auckland,0,225,1,226
2021-08-03,Whanganui,0,9,0,9
2021-08-03,West Coast,0,4,1,5
2021-08-03,Waitemata,0,296,4,300
2021-08-03,Wairarapa,0,8,0,8
2021-08-03,Waikato,0,193,2,195
2021-08-03,Taranaki,0,16,0,16
2021-08-03,Tairawhiti,0,4,0,4
2021-08-03,Southern,0,215,2,217
2021-08-03,South Canterbury,0,17,0,17
2021-08-03,Northland,0,28,0,28
2021-08-03,Nelson Marlborough,0,49,0,49
2021-08-03,Mid Central,0,33,0,33
2021-08-03,Lakes,0,16,0,16
2021-08-03,Hutt Valley,0,24,0,24
2021-08-03,Hawke's Bay,0,44,0,44
2021-08-03,Counties Manukau,0,231,1,232
2021-08-03,Capital and Coast,0,94,2,96
2021-08-03,Canterbury,0,156,12,168
2021-08-03,Bay of Plenty,0,48,0,48
2021-08-03,Managed Isolation & Quarantine,30,1111,1,1142
2021-08-03,Total,30,2821,26,2877
2021-08-04,Auckland,0,225,1,226
2021-08-04,Whanganui,0,9,0,9
2021-08-04,West Coast,0,4,1,5
2021-08-04,Waitemata,0,296,4,300
2021-08-04,Wairarapa,0,8,0,8
2021-08-04,Waikato,0,193,2,195
2021-08-04,Taranaki,0,16,0,16
2021-08-04,Tairawhiti,0,4,0,4
2021-08-04,Southern,0,215,2,217
2021-08-04,South Canterbury,0,17,0,17
2021-08-04,Northland,0,28,0,28
2021-08-04,Nelson Marlborough,0,49,0,49
2021-08-04,Mid Central,0,33,0,33
2021-08-04,Lakes,0,16,0,16
2021-08-04,Hutt Valley,0,24,0,24
2021-08-04,Hawke's Bay,0,44,0,44
2021-08-04,Counties Manukau,0,231,1,232
2021-08-04,Capital and Coast,0,94,2,96
2021-08-04,Canterbury,0,156,12,168
2021-08-04,Bay of Plenty,0,48,0,48
2021-08-04,Managed Isolation & Quarantine,29,1114,1,1144
2021-08-04,Total,29,2824,26,2879
2021-08-05,Auckland,0,225,1,226
2021-08-05,Whanganui,0,9,0,9
2021-08-05,West Coast,0,4,1,5
2021-08-05,Waitemata,0,296,4,300
2021-08-05,Wairarapa,0,8,0,8
2021-08-05,Waikato,0,193,2,195
2021-08-05,Taranaki,0,16,0,16
2021-08-05,Tairawhiti,0,4,0,4
2021-08-05,Southern,0,215,2,217
2021-08-05,South Canterbury,0,17,0,17
2021-08-05,Northland,0,28,0,28
2021-08-05,Nelson Marlborough,0,49,0,49
2021-08-05,Mid Central,0,33,0,33
2021-08-05,Lakes,0,16,0,16
2021-08-05,Hutt Valley,0,24,0,24
2021-08-05,Hawke's Bay,0,44,0,44
2021-08-05,Counties Manukau,0,231,1,232
2021-08-05,Capital and Coast,0,94,2,96
2021-08-05,Canterbury,0,156,12,168
2021-08-05,Bay of Plenty,0,48,0,48
2021-08-05,Managed Isolation & Quarantine,30,1114,1,1145
2021-08-05,Total,30,2824,26,2880
2021-08-06,Auckland,0,225,1,226
2021-08-06,Whanganui,0,9,0,9
2021-08-06,West Coast,0,4,1,5
2021-08-06,Waitemata,0,296,4,300
2021-08-06,Wairarapa,0,8,0,8
2021-08-06,Waikato,0,193,2,195
2021-08-06,Taranaki,0,16,0,16
2021-08-06,Tairawhiti,0,4,0,4
2021-08-06,Southern,0,215,2,217
2021-08-06,South Canterbury,0,17,0,17
2021-08-06,Northland,0,28,0,28
2021-08-06,Nelson Marlborough,0,49,0,49
2021-08-06,Mid Central,0,33,0,33
2021-08-06,Lakes,0,16,0,16
2021-08-06,Hutt Valley,0,24,0,24
2021-08-06,Hawke's Bay,0,44,0,44
2021-08-06,Counties Manukau,0,231,1,232
2021-08-06,Capital and Coast,0,94,2,96
2021-08-06,Canterbury,0,156,12,168
2021-08-06,Bay of Plenty,0,48,0,48
2021-08-06,Managed Isolation & Quarantine,25,1119,1,1145
2021-08-06,Total,25,2829,26,2880
2021-08-08,Auckland,0,225,1,226
2021-08-08,Whanganui,0,9,0,9
2021-08-08,West Coast,0,4,1,5
2021-08-08,Waitemata,0,296,4,300
2021-08-08,Wairarapa,0,8,0,8
2021-08-08,Waikato,0,193,2,195
2021-08-08,Taranaki,0,16,0,16
2021-08-08,Tairawhiti,0,4,0,4
2021-08-08,Southern,0,215,2,217
2021-08-08,South Canterbury,0,17,0,17
2021-08-08,Northland,0,28,0,28
2021-08-08,Nelson Marlborough,0,49,0,49
2021-08-08,Mid Central,0,33,0,33
2021-08-08,Lakes,0,16,0,16
2021-08-08,Hutt Valley,0,24,0,24
2021-08-08,Hawke's Bay,0,44,0,44
2021-08-08,Counties Manukau,0,231,1,232
2021-08-08,Capital and Coast,0,94,2,96
2021-08-08,Canterbury,0,156,12,168
2021-08-08,Bay of Plenty,0,48,0,48
2021-08-08,Managed Isolation & Quarantine,32,1118,1,1151
2021-08-08,Total,32,2828,26,2886
2021-08-09,Auckland,0,225,1,226
2021-08-09,Whanganui,0,9,0,9
2021-08-09,West Coast,0,4,1,5
2021-08-09,Waitemata,0,296,4,300
2021-08-09,Wairarapa,0,8,0,8
2021-08-09,Waikato,0,193,2,195
2021-08-09,Taranaki,0,16,0,16
2021-08-09,Tairawhiti,0,4,0,4
2021-08-09,Southern,0,215,2,217
2021-08-09,South Canterbury,0,17,0,17
2021-08-09,Northland,0,28,0,28
2021-08-09,Nelson Marlborough,0,49,0,49
2021-08-09,Mid Central,0,33,0,33
2021-08-09,Lakes,0,16,0,16
2021-08-09,Hutt Valley,0,24,0,24
2021-08-09,Hawke's Bay,0,44,0,44
2021-08-09,Counties Manukau,0,231,1,232
2021-08-09,Capital and Coast,0,94,2,96
2021-08-09,Canterbury,0,156,12,168
2021-08-09,Bay of Plenty,0,48,0,48
2021-08-09,Managed Isolation & Quarantine,26,1128,1,1155
2021-08-09,Total,26,2838,26,2890
2021-08-10,Auckland,0,225,1,226
2021-08-10,Whanganui,0,9,0,9
2021-08-10,West Coast,0,4,1,5
2021-08-10,Waitemata,0,296,4,300
2021-08-10,Wairarapa,0,8,0,8
2021-08-10,Waikato,0,193,2,195
2021-08-10,Taranaki,0,16,0,16
2021-08-10,Tairawhiti,0,4,0,4
2021-08-10,Southern,0,215,2,217
2021-08-10,South Canterbury,0,17,0,17
2021-08-10,Northland,0,28,0,28
2021-08-10,Nelson Marlborough,0,49,0,49
2021-08-10,Mid Central,0,33,0,33
2021-08-10,Lakes,0,16,0,16
2021-08-10,Hutt Valley,0,24,0,24
2021-08-10,Hawke's Bay,0,44,0,44
2021-08-10,Counties Manukau,0,231,1,232
2021-08-10,Capital and Coast,0,94,2,96
2021-08-10,Canterbury,0,156,12,168
2021-08-10,Bay of Plenty,0,48,0,48
2021-08-10,Managed Isolation & Quarantine,37,1129,1,1167
2021-08-10,Total,37,2839,26,2902
2021-08-11,Auckland,0,225,1,226
2021-08-11,Whanganui,0,9,0,9
2021-08-11,West Coast,0,4,1,5
2021-08-11,Waitemata,0,296,4,300
2021-08-11,Wairarapa,0,8,0,8
2021-08-11,Waikato,0,193,2,195
2021-08-11,Taranaki,0,16,0,16
2021-08-11,Tairawhiti,0,4,0,4
2021-08-11,Southern,0,215,2,217
2021-08-11,South Canterbury,0,17,0,17
2021-08-11,Northland,0,28,0,28
2021-08-11,Nelson Marlborough,0,49,0,49
2021-08-11,Mid Central,0,33,0,33
2021-08-11,Lakes,0,16,0,16
2021-08-11,Hutt Valley,0,24,0,24
2021-08-11,Hawke's Bay,0,44,0,44
2021-08-11,Counties Manukau,0,231,1,232
2021-08-11,Capital and Coast,0,94,2,96
2021-08-11,Canterbury,0,156,12,168
2021-08-11,Bay of Plenty,0,48,0,48
2021-08-11,Managed Isolation & Quarantine,37,1131,1,1169
2021-08-11,Total,37,2841,26,2904
2021-08-12,Auckland,0,225,1,226
2021-08-12,Whanganui,0,9,0,9
2021-08-12,West Coast,0,4,1,5
2021-08-12,Waitemata,0,296,4,300
2021-08-12,Wairarapa,0,8,0,8
2021-08-12,Waikato,0,193,2,195
2021-08-12,Taranaki,0,16,0,16
2021-08-12,Tairawhiti,0,4,0,4
2021-08-12,Southern,0,215,2,217
2021-08-12,South Canterbury,0,17,0,17
2021-08-12,Northland,0,28,0,28
2021-08-12,Nelson Marlborough,0,49,0,49
2021-08-12,Mid Central,0,33,0,33
2021-08-12,Lakes,0,16,0,16
2021-08-12,Hutt Valley,0,24,0,24
2021-08-12,Hawke's Bay,0,44,0,44
2021-08-12,Counties Manukau,0,231,1,232
2021-08-12,Capital and Coast,0,94,2,96
2021-08-12,Canterbury,0,156,12,168
2021-08-12,Bay of Plenty,0,48,0,48
2021-08-12,Managed Isolation & Quarantine,43,1134,1,1178
2021-08-12,Total,43,2844,26,2913
2021-08-13,Auckland,0,225,1,226
2021-08-13,Whanganui,0,9,0,9
2021-08-13,West Coast,0,4,1,5
2021-08-13,Waitemata,0,296,4,300
2021-08-13,Wairarapa,0,8,0,8
2021-08-13,Waikato,0,193,2,195
2021-08-13,Taranaki,0,16,0,16
2021-08-13,Tairawhiti,0,4,0,4
2021-08-13,Southern,0,215,2,217
2021-08-13,South Canterbury,0,17,0,17
2021-08-13,Northland,0,28,0,28
2021-08-13,Nelson Marlborough,0,49,0,49
2021-08-13,Mid Central,0,33,0,33
2021-08-13,Lakes,0,16,0,16
2021-08-13,Hutt Valley,0,24,0,24
2021-08-13,Hawke's Bay,0,44,0,44
2021-08-13,Counties Manukau,0,231,1,232
2021-08-13,Capital and Coast,0,94,2,96
2021-08-13,Canterbury,0,156,12,168
2021-08-13,Bay of Plenty,0,48,0,48
2021-08-13,Managed Isolation & Quarantine,44,1134,1,1179
2021-08-13,Total,44,2844,26,2914
2021-08-15,Auckland,0,225,1,226
2021-08-15,Whanganui,0,9,0,9
2021-08-15,West Coast,0,4,1,5
2021-08-15,Waitemata,0,296,4,300
2021-08-15,Wairarapa,0,8,0,8
2021-08-15,Waikato,0,193,2,195
2021-08-15,Taranaki,0,16,0,16
2021-08-15,Tairawhiti,0,4,0,4
2021-08-15,Southern,0,215,2,217
2021-08-15,South Canterbury,0,17,0,17
2021-08-15,Northland,0,28,0,28
2021-08-15,Nelson Marlborough,0,49,0,49
2021-08-15,Mid Central,0,33,0,33
2021-08-15,Lakes,0,16,0,16
2021-08-15,Hutt Valley,0,24,0,24
2021-08-15,Hawke's Bay,0,44,0,44
2021-08-15,Counties Manukau,0,231,1,232
2021-08-15,Capital and Coast,0,94,2,96
2021-08-15,Canterbury,0,156,12,168
2021-08-15,Bay of Plenty,0,48,0,48
2021-08-15,Managed Isolation & Quarantine,39,1144,1,1184
2021-08-15,Total,39,2854,26,2919
2021-08-16,Auckland,0,225,1,226
2021-08-16,Whanganui,0,9,0,9
2021-08-16,West Coast,0,4,1,5
2021-08-16,Waitemata,0,296,4,300
2021-08-16,Wairarapa,0,8,0,8
2021-08-16,Waikato,0,193,2,195
2021-08-16,Taranaki,0,16,0,16
2021-08-16,Tairawhiti,0,4,0,4
2021-08-16,Southern,0,215,2,217
2021-08-16,South Canterbury,0,17,0,17
2021-08-16,Northland,0,28,0,28
2021-08-16,Nelson Marlborough,0,49,0,49
2021-08-16,Mid Central,0,33,0,33
2021-08-16,Lakes,0,16,0,16
2021-08-16,Hutt Valley,0,24,0,24
2021-08-16,Hawke's Bay,0,44,0,44
2021-08-16,Counties Manukau,0,231,1,232
2021-08-16,Capital and Coast,0,94,2,96
2021-08-16,Canterbury,0,156,12,168
2021-08-16,Bay of Plenty,0,48,0,48
2021-08-16,Managed Isolation & Quarantine,44,1146,1,1191
2021-08-16,Total,44,2856,26,2926
2021-08-17,Auckland,0,225,1,226
2021-08-17,Whanganui,0,9,0,9
2021-08-17,West Coast,0,4,1,5
2021-08-17,Waitemata,0,296,4,300
2021-08-17,Wairarapa,0,8,0,8
2021-08-17,Waikato,0,193,2,195
2021-08-17,Taranaki,0,16,0,16
2021-08-17,Tairawhiti,0,4,0,4
2021-08-17,Southern,0,215,2,217
2021-08-17,South Canterbury,0,17,0,17
2021-08-17,Northland,0,28,0,28
2021-08-17,Nelson Marlborough,0,49,0,49
2021-08-17,Mid Central,0,33,0,33
2021-08-17,Lakes,0,16,0,16
2021-08-17,Hutt Valley,0,24,0,24
2021-08-17,Hawke's Bay,0,44,0,44
2021-08-17,Counties Manukau,0,231,1,232
2021-08-17,Capital and Coast,0,94,2,96
2021-08-17,Canterbury,0,156,12,168
2021-08-17,Bay of Plenty,0,48,0,48
2021-08-17,Managed Isolation & Quarantine,43,1147,1,1191
2021-08-17,Total,43,2857,26,2926
2021-08-18,Auckland,1,225,1,227
2021-08-18,Whanganui,0,9,0,9
2021-08-18,West Coast,0,4,1,5
2021-08-18,Waitemata,6,296,4,306
2021-08-18,Wairarapa,0,8,0,8
2021-08-18,Waikato,0,193,2,195
2021-08-18,Taranaki,0,16,0,16
2021-08-18,Tairawhiti,0,4,0,4
2021-08-18,Southern,0,215,2,217
2021-08-18,South Canterbury,0,17,0,17
2021-08-18,Northland,0,28,0,28
2021-08-18,Nelson Marlborough,0,49,0,49
2021-08-18,Mid Central,0,33,0,33
2021-08-18,Lakes,0,16,0,16
2021-08-18,Hutt Valley,0,24,0,24
2021-08-18,Hawke's Bay,0,44,0,44
2021-08-18,Counties Manukau,0,231,1,232
2021-08-18,Capital and Coast,0,94,2,96
2021-08-18,Canterbury,0,156,12,168
2021-08-18,Bay of Plenty,0,48,0,48
2021-08-18,Managed Isolation & Quarantine,32,1161,1,1194
2021-08-18,Total,39,2871,26,2936
2021-08-19,Auckland,6,225,1,232
2021-08-19,Whanganui,0,9,0,9
2021-08-19,West Coast,0,4,1,5
2021-08-19,Waitemata,11,296,4,311
2021-08-19,Wairarapa,0,8,0,8
2021-08-19,Waikato,0,193,2,195
2021-08-19,Taranaki,0,16,0,16
2021-08-19,Tairawhiti,0,4,0,4
2021-08-19,Southern,0,215,2,217
2021-08-19,South Canterbury,0,17,0,17
2021-08-19,Northland,0,28,0,28
2021-08-19,Nelson Marlborough,0,49,0,49
2021-08-19,Mid Central,0,33,0,33
2021-08-19,Lakes,0,16,0,16
2021-08-19,Hutt Valley,0,24,0,24
2021-08-19,Hawke's Bay,0,44,0,44
2021-08-19,Counties Manukau,2,231,1,234
2021-08-19,Capital and Coast,0,94,2,96
2021-08-19,Canterbury,0,156,12,168
2021-08-19,Bay of Plenty,0,48,0,48
2021-08-19,Managed Isolation & Quarantine,36,1163,1,1200
2021-08-19,Total,55,2873,26,2954
2021-08-20,Auckland,6,225,1,232
2021-08-20,Whanganui,0,9,0,9
2021-08-20,West Coast,0,4,1,5
2021-08-20,Waitemata,19,296,4,319
2021-08-20,Wairarapa,0,8,0,8
2021-08-20,Waikato,0,193,2,195
2021-08-20,Taranaki,0,16,0,16
2021-08-20,Tairawhiti,0,4,0,4
2021-08-20,Southern,0,215,2,217
2021-08-20,South Canterbury,0,17,0,17
2021-08-20,Northland,0,28,0,28
2021-08-20,Nelson Marlborough,0,49,0,49
2021-08-20,Mid Central,0,33,0,33
2021-08-20,Lakes,0,16,0,16
2021-08-20,Hutt Valley,0,24,0,24
2021-08-20,Hawke's Bay,0,44,0,44
2021-08-20,Counties Manukau,3,231,1,235
2021-08-20,Capital and Coast,2,94,2,98
2021-08-20,Canterbury,0,156,12,168
2021-08-20,Bay of Plenty,0,48,0,48
2021-08-20,Managed Isolation & Quarantine,39,1163,1,1203
2021-08-20,Total,69,2873,26,2968
2021-08-21,Auckland,10,225,1,236
2021-08-21,Whanganui,0,9,0,9
2021-08-21,West Coast,0,4,1,5
2021-08-21,Waitemata,21,296,4,321
2021-08-21,Wairarapa,0,8,0,8
2021-08-21,Waikato,0,193,2,195
2021-08-21,Taranaki,0,16,0,16
2021-08-21,Tairawhiti,0,4,0,4
2021-08-21,Southern,0,215,2,217
2021-08-21,South Canterbury,0,17,0,17
2021-08-21,Northland,0,28,0,28
2021-08-21,Nelson Marlborough,0,49,0,49
2021-08-21,Mid Central,0,33,0,33
2021-08-21,Lakes,0,16,0,16
2021-08-21,Hutt Valley,0,24,0,24
2021-08-21,Hawke's Bay,0,44,0,44
2021-08-21,Counties Manukau,15,231,1,247
2021-08-21,Capital and Coast,5,94,2,101
2021-08-21,Canterbury,0,156,12,168
2021-08-21,Bay of Plenty,0,48,0,48
2021-08-21,Managed Isolation & Quarantine,42,1163,1,1206
2021-08-21,Total,93,2873,26,2992
2021-08-22,Auckland,18,225,1,244
2021-08-22,Whanganui,0,9,0,9
2021-08-22,West Coast,0,4,1,5
2021-08-22,Waitemata,26,296,4,326
2021-08-22,Wairarapa,0,8,0,8
2021-08-22,Waikato,0,193,2,195
2021-08-22,Taranaki,0,16,0,16
2021-08-22,Tairawhiti,0,4,0,4
2021-08-22,Southern,0,215,2,217
2021-08-22,South Canterbury,0,17,0,17
2021-08-22,Northland,0,28,0,28
2021-08-22,Nelson Marlborough,0,49,0,49
2021-08-22,Mid Central,0,33,0,33
2021-08-22,Lakes,0,16,0,16
2021-08-22,Hutt Valley,0,24,0,24
2021-08-22,Hawke's Bay,0,44,0,44
2021-08-22,Counties Manukau,22,231,1,254
2021-08-22,Capital and Coast,6,94,2,102
2021-08-22,Canterbury,0,156,12,168
2021-08-22,Bay of Plenty,0,48,0,48
2021-08-22,Managed Isolation & Quarantine,44,1164,1,1209
2021-08-22,Total,116,2874,26,3016
2021-08-23,Auckland,25,225,1,251
2021-08-23,Whanganui,0,9,0,9
2021-08-23,West Coast,0,4,1,5
2021-08-23,Waitemata,39,296,4,339
2021-08-23,Wairarapa,0,8,0,8
2021-08-23,Waikato,0,193,2,195
2021-08-23,Taranaki,0,16,0,16
2021-08-23,Tairawhiti,0,4,0,4
2021-08-23,Southern,0,215,2,217
2021-08-23,South Canterbury,0,17,0,17
2021-08-23,Northland,0,28,0,28
2021-08-23,Nelson Marlborough,0,49,0,49
2021-08-23,Mid Central,0,33,0,33
2021-08-23,Lakes,0,16,0,16
2021-08-23,Hutt Valley,0,24,0,24
2021-08-23,Hawke's Bay,0,44,0,44
2021-08-23,Counties Manukau,35,231,1,267
